category,section,range,code,description,keywords
Category I,Surgery – Musculoskeletal,20000–29999,28760,Fusion of big toe joint,fusion of big toe joint
Category I,Surgery – Musculoskeletal,20000–29999,28800,Amputation of midfoot,amputation of midfoot
Category I,Surgery – Musculoskeletal,20000–29999,28805,Amputation thru metatarsal,amputation thru metatarsal
Category I,Surgery – Musculoskeletal,20000–29999,28810,Amputation toe & metatarsal,amputation toe & metatarsal
Category I,Surgery – Musculoskeletal,20000–29999,28820,Amputation of toe,amputation of toe
Category I,Surgery – Musculoskeletal,20000–29999,28825,Partial amputation of toe,partial amputation of toe
Category I,Surgery – Musculoskeletal,20000–29999,28899,Foot/toes surgery procedure,foot/toes surgery procedure
Category I,Surgery – Musculoskeletal,20000–29999,29000,Application of body cast,application of body cast
Category I,Surgery – Musculoskeletal,20000–29999,29010,Application of body cast,application of body cast
Category I,Surgery – Musculoskeletal,20000–29999,29015,Application of body cast,application of body cast
Category I,Surgery – Musculoskeletal,20000–29999,29020,Application of body cast,application of body cast
Category I,Surgery – Musculoskeletal,20000–29999,29025,Application of body cast,application of body cast
Category I,Surgery – Musculoskeletal,20000–29999,29035,Application of body cast,application of body cast
Category I,Surgery – Musculoskeletal,20000–29999,29040,Application of body cast,application of body cast
Category I,Surgery – Musculoskeletal,20000–29999,29044,Application of body cast,application of body cast
Category I,Surgery – Musculoskeletal,20000–29999,29046,Application of body cast,application of body cast
Category I,Surgery – Musculoskeletal,20000–29999,29049,Application of figure eight,application of figure eight
Category I,Surgery – Musculoskeletal,20000–29999,29055,Application of shoulder cast,application of shoulder cast
Category I,Surgery – Musculoskeletal,20000–29999,29058,Application of shoulder cast,application of shoulder cast
Category I,Surgery – Musculoskeletal,20000–29999,29065,Application of long arm cast,application of long arm cast
Category I,Surgery – Musculoskeletal,20000–29999,29075,Application of forearm cast,application of forearm cast
Category I,Surgery – Musculoskeletal,20000–29999,29085,Apply hand/wrist cast,apply hand/wrist cast
Category I,Surgery – Musculoskeletal,20000–29999,29086,Apply finger cast,apply finger cast
Category I,Surgery – Musculoskeletal,20000–29999,29105,Apply long arm splint,apply long arm splint
Category I,Surgery – Musculoskeletal,20000–29999,29125,Apply forearm splint,apply forearm splint
Category I,Surgery – Musculoskeletal,20000–29999,29126,Apply forearm splint,apply forearm splint
Category I,Surgery – Musculoskeletal,20000–29999,29130,Application of finger splint,application of finger splint
Category I,Surgery – Musculoskeletal,20000–29999,29131,Application of finger splint,application of finger splint
Category I,Surgery – Musculoskeletal,20000–29999,29200,Strapping of chest,strapping of chest
Category I,Surgery – Musculoskeletal,20000–29999,29220,Strapping of low back,strapping of low back
Category I,Surgery – Musculoskeletal,20000–29999,29240,Strapping of shoulder,strapping of shoulder
Category I,Surgery – Musculoskeletal,20000–29999,29260,Strapping of elbow or wrist,strapping of elbow or wrist
Category I,Surgery – Musculoskeletal,20000–29999,29280,Strapping of hand or finger,strapping of hand or finger
Category I,Surgery – Musculoskeletal,20000–29999,29305,Application of hip cast,application of hip cast
Category I,Surgery – Musculoskeletal,20000–29999,29325,Application of hip casts,application of hip casts
Category I,Surgery – Musculoskeletal,20000–29999,29345,Application of long leg cast,application of long leg cast
Category I,Surgery – Musculoskeletal,20000–29999,29355,Application of long leg cast,application of long leg cast
Category I,Surgery – Musculoskeletal,20000–29999,29358,Apply long leg cast brace,apply long leg cast brace
Category I,Surgery – Musculoskeletal,20000–29999,29365,Application of long leg cast,application of long leg cast
Category I,Surgery – Musculoskeletal,20000–29999,29405,Apply short leg cast,apply short leg cast
Category I,Surgery – Musculoskeletal,20000–29999,29425,Apply short leg cast,apply short leg cast
Category I,Surgery – Musculoskeletal,20000–29999,29435,Apply short leg cast,apply short leg cast
Category I,Surgery – Musculoskeletal,20000–29999,29440,Addition of walker to cast,addition of walker to cast
Category I,Surgery – Musculoskeletal,20000–29999,29445,Apply rigid leg cast,apply rigid leg cast
Category I,Surgery – Musculoskeletal,20000–29999,29450,Application of leg cast,application of leg cast
Category I,Surgery – Musculoskeletal,20000–29999,29505,"""Application, long leg splint""","""application, long leg splint"""
Category I,Surgery – Musculoskeletal,20000–29999,29515,Application lower leg splint,application lower leg splint
Category I,Surgery – Musculoskeletal,20000–29999,29520,Strapping of hip,strapping of hip
Category I,Surgery – Musculoskeletal,20000–29999,29530,Strapping of knee,strapping of knee
Category I,Surgery – Musculoskeletal,20000–29999,29540,Strapping of ankle and/or ft,strapping of ankle and/or ft
Category I,Surgery – Musculoskeletal,20000–29999,29550,Strapping of toes,strapping of toes
Category I,Surgery – Musculoskeletal,20000–29999,29580,Application of paste boot,application of paste boot
Category I,Surgery – Musculoskeletal,20000–29999,29590,Application of foot splint,application of foot splint
Category I,Surgery – Musculoskeletal,20000–29999,29700,Removal/revision of cast,removal/revision of cast
Category I,Surgery – Musculoskeletal,20000–29999,29705,Removal/revision of cast,removal/revision of cast
Category I,Surgery – Musculoskeletal,20000–29999,29710,Removal/revision of cast,removal/revision of cast
Category I,Surgery – Musculoskeletal,20000–29999,29715,Removal/revision of cast,removal/revision of cast
Category I,Surgery – Musculoskeletal,20000–29999,29720,Repair of body cast,repair of body cast
Category I,Surgery – Musculoskeletal,20000–29999,29730,Windowing of cast,windowing of cast
Category I,Surgery – Musculoskeletal,20000–29999,29740,Wedging of cast,wedging of cast
Category I,Surgery – Musculoskeletal,20000–29999,29750,Wedging of clubfoot cast,wedging of clubfoot cast
Category I,Surgery – Musculoskeletal,20000–29999,29799,Casting/strapping procedure,casting/strapping procedure
Category I,Surgery – Musculoskeletal,20000–29999,29800,Jaw arthroscopy/surgery,jaw arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29804,Jaw arthroscopy/surgery,jaw arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29805,"""Shoulder arthroscopy, dx""","""shoulder arthroscopy, dx"""
Category I,Surgery – Musculoskeletal,20000–29999,29806,Shoulder arthroscopy/surgery,shoulder arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29807,Shoulder arthroscopy/surgery,shoulder arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29819,Shoulder arthroscopy/surgery,shoulder arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29820,Shoulder arthroscopy/surgery,shoulder arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29821,Shoulder arthroscopy/surgery,shoulder arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29822,Shoulder arthroscopy/surgery,shoulder arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29823,Shoulder arthroscopy/surgery,shoulder arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29824,Shoulder arthroscopy/surgery,shoulder arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29825,Shoulder arthroscopy/surgery,shoulder arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29826,Shoulder arthroscopy/surgery,shoulder arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29827,Arthroscop rotator cuff repr,arthroscop rotator cuff repr
Category I,Surgery – Musculoskeletal,20000–29999,29830,Elbow arthroscopy,elbow arthroscopy
Category I,Surgery – Musculoskeletal,20000–29999,29834,Elbow arthroscopy/surgery,elbow arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29835,Elbow arthroscopy/surgery,elbow arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29836,Elbow arthroscopy/surgery,elbow arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29837,Elbow arthroscopy/surgery,elbow arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29838,Elbow arthroscopy/surgery,elbow arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29840,Wrist arthroscopy,wrist arthroscopy
Category I,Surgery – Musculoskeletal,20000–29999,29843,Wrist arthroscopy/surgery,wrist arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29844,Wrist arthroscopy/surgery,wrist arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29845,Wrist arthroscopy/surgery,wrist arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29846,Wrist arthroscopy/surgery,wrist arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29847,Wrist arthroscopy/surgery,wrist arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29848,Wrist endoscopy/surgery,wrist endoscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29850,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29851,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29855,Tibial arthroscopy/surgery,tibial arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29856,Tibial arthroscopy/surgery,tibial arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29860,"""Hip arthroscopy, dx""","""hip arthroscopy, dx"""
Category I,Surgery – Musculoskeletal,20000–29999,29861,Hip arthroscopy/surgery,hip arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29862,Hip arthroscopy/surgery,hip arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29863,Hip arthroscopy/surgery,hip arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29866,"""Autgrft implnt, knee w/scope""","""autgrft implnt, knee w/scope"""
Category I,Surgery – Musculoskeletal,20000–29999,29867,"""Allgrft implnt, knee w/scope""","""allgrft implnt, knee w/scope"""
Category I,Surgery – Musculoskeletal,20000–29999,29868,"""Meniscal trnspl, knee w/scpe""","""meniscal trnspl, knee w/scpe"""
Category I,Surgery – Musculoskeletal,20000–29999,29870,"""Knee arthroscopy, dx""","""knee arthroscopy, dx"""
Category I,Surgery – Musculoskeletal,20000–29999,29871,Knee arthroscopy/drainage,knee arthroscopy/drainage
Category I,Surgery – Musculoskeletal,20000–29999,29873,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29874,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29875,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29876,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29877,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29879,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29880,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29881,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29882,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29883,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29884,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29885,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29886,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29887,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29888,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29889,Knee arthroscopy/surgery,knee arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29891,Ankle arthroscopy/surgery,ankle arthroscopy/surgery
Category I,Surgery – Musculoskeletal,20000–29999,29892,Ankle arthroscopy/surgery,ankle arthroscopy/surgery
